booking_id,customer_id,status,no_of_rooms,hotel_id,amount,discount,date_of_booking,check_in,check_out,discount_percent
2013,77745,Cancelled,1,571,12281,2598,2017-03-08,2017-03-10,2017-03-13,21
2014,122584,Stayed,1,571,5067,1073,2017-03-04,2017-03-06,2017-03-08,21
2015,77745,Cancelled,1,571,12539,2652,2017-03-06,2017-03-10,2017-03-13,21
2016,77745,Cancelled,1,571,9357,1980,2017-03-03,2017-03-11,2017-03-13,21
2017,66762,Stayed,1,109,3249,688,2017-03-26,2017-04-01,2017-04-02,21
2018,66762,Stayed,1,109,3119,660,2017-03-14,2017-03-18,2017-03-19,21
2019,142194,Cancelled,1,109,3119,660,2017-03-04,2017-03-11,2017-03-12,21
2020,66762,Stayed,1,109,3119,660,2017-03-04,2017-03-04,2017-03-05,21
2021,193036,Cancelled,1,88,11372,2406,2017-03-21,2017-03-24,2017-03-27,21
2022,193036,Cancelled,1,88,11076,2343,2017-03-22,2017-04-07,2017-04-10,21
2023,57835,Stayed,1,88,6427,1360,2017-03-10,2017-03-15,2017-03-17,21
2024,193036,Stayed,1,88,6492,1374,2017-03-09,2017-03-10,2017-03-12,21
2025,42387,Stayed,1,88,2568,543,2017-03-06,2017-03-10,2017-03-11,21
2026,193036,Stayed,1,88,2561,542,2017-03-08,2017-03-09,2017-03-10,21
2027,193036,Cancelled,1,88,17893,3785,2017-03-02,2017-03-06,2017-03-12,21
2028,175955,Stayed,1,88,2560,541,2017-03-02,2017-03-02,2017-03-03,21
2029,193036,Stayed,1,88,8822,1867,2017-03-04,2017-03-06,2017-03-09,21
2030,144909,Stayed,1,755,8057,1705,2017-03-01,2017-03-11,2017-03-13,21
2031,128934,Stayed,1,859,3897,825,2017-03-22,2017-03-22,2017-03-24,21
2032,26893,"No Show",1,859,1559,343,2017-03-13,2017-03-13,2017-03-14,22
2033,53047,Stayed,1,859,1624,343,2017-03-08,2017-03-08,2017-03-09,21
2034,171586,Stayed,1,232,2040,431,2017-03-14,2017-03-15,2017-03-16,21
2035,22534,Stayed,1,232,3032,641,2017-03-08,2017-03-08,2017-03-09,21
2036,93174,Stayed,1,232,2181,462,2017-03-07,2017-03-07,2017-03-08,21
2037,22534,Stayed,1,232,4007,848,2017-03-06,2017-03-06,2017-03-08,21
2038,175955,Stayed,1,195,2022,428,2017-03-28,2017-03-28,2017-03-29,21
2039,175955,Stayed,1,195,2392,506,2017-03-13,2017-03-13,2017-03-14,21
2040,47628,Stayed,1,195,2285,580,2017-03-08,2017-03-08,2017-03-09,25
2041,100771,Stayed,1,195,2674,565,2017-03-06,2017-03-07,2017-03-08,21
2042,187466,Stayed,1,195,1997,422,2017-03-04,2017-03-05,2017-03-06,21
2043,189081,Cancelled,1,195,2722,576,2017-03-06,2017-03-06,2017-03-07,21
2044,175582,Stayed,1,195,2365,501,2017-03-03,2017-03-04,2017-03-05,21
2045,21196,Stayed,1,195,2540,538,2017-03-03,2017-03-03,2017-03-04,21
2046,21196,Cancelled,1,195,1859,394,2017-03-03,2017-03-03,2017-03-04,21
2047,188210,Stayed,1,195,1386,352,2017-03-02,2017-03-02,2017-03-03,25
2048,100771,Stayed,1,195,2014,426,2017-03-01,2017-03-01,2017-03-02,21
2049,102620,Stayed,1,195,3374,857,2017-03-09,2017-03-09,2017-03-10,25
2050,47827,Stayed,1,468,2491,527,2017-03-27,2017-03-27,2017-03-28,21
2051,183383,Stayed,1,468,2924,618,2017-03-31,2017-03-31,2017-04-01,21
2052,183383,Stayed,1,468,2924,618,2017-03-30,2017-03-30,2017-03-31,21
2053,122286,Stayed,1,468,2989,633,2017-03-11,2017-03-11,2017-03-12,21
2054,122286,Cancelled,1,468,3119,660,2017-03-11,2017-03-12,2017-03-13,21
2055,161917,Stayed,1,468,2491,527,2017-03-23,2017-03-23,2017-03-24,21
2056,185451,Cancelled,1,468,2166,459,2017-03-19,2017-03-21,2017-03-22,21
2057,172023,Cancelled,1,152,2664,563,2017-03-13,2017-03-18,2017-03-19,21
2058,192119,Stayed,1,194,2079,440,2017-03-29,2017-04-01,2017-04-02,21
2059,172023,Stayed,1,194,4677,990,2017-03-18,2017-03-24,2017-03-26,21
2060,58266,Stayed,1,194,2339,495,2017-03-09,2017-03-18,2017-03-19,21
2061,172023,Stayed,1,194,2404,508,2017-03-14,2017-03-18,2017-03-19,21
2062,112916,Stayed,1,194,2274,481,2017-03-09,2017-03-10,2017-03-11,21
2063,24582,Stayed,1,160,2859,605,2017-03-30,2017-04-01,2017-04-02,21
2064,71382,Stayed,1,486,2664,712,2017-03-27,2017-04-03,2017-04-04,27
2065,169072,Stayed,1,486,2144,453,2017-03-30,2017-03-31,2017-04-01,21
2066,149163,Stayed,1,486,1754,371,2017-03-30,2017-03-30,2017-03-31,21
2067,149163,Stayed,3,486,5651,1196,2017-03-30,2017-03-30,2017-03-31,21
2068,160482,Cancelled,1,486,3314,729,2017-03-24,2017-03-25,2017-03-26,22
2069,179762,Stayed,1,486,4417,935,2017-03-21,2017-03-22,2017-03-24,21
2070,148274,Stayed,1,486,7601,1608,2017-03-13,2017-03-15,2017-03-18,21
2071,130739,Stayed,1,486,2404,529,2017-03-14,2017-03-17,2017-03-18,22
2072,86676,Stayed,1,486,2209,468,2017-03-14,2017-03-16,2017-03-17,21
2073,71382,Stayed,1,486,2404,611,2017-03-08,2017-03-10,2017-03-11,25
